word,fields,sum,brillouin
pain,"{'16': 3, '13': 19, '6': 8, '12': 2, '11': 1, '15': 1, '4': 1, '2': 1, '35': 1}",37,0.5505119049320478
pick,"{'13': 8, '2': 4, '6': 3, '7': 2, '32': 1, '9': 3, '25': 1, '4': 1}",23,0.6334534855161342
cach,"{'4': 3, '6': 13, '7': 4, '2': 1, '3': 1, '13': 6, '25': 1, '9': 1}",30,0.5871228256669906
damag,"{'13': 5, '4': 1, '1': 1, '6': 1}",8,0.3157924096737305
delay,"{'7': 1, '4': 13, '6': 5, '3': 4, '8': 1, '2': 1, '13': 6}",31,0.5743231118767747
unman,"{'32': 5, '7': 3, '12': 3, '6': 3, '2': 1, '4': 3, '3': 1, '13': 7, '25': 1, '1': 1}",28,0.7353544299385492
inexpens,{'13': 1},1,0.0
ward,"{'10': 1, '13': 16, '2': 2, '6': 4, '7': 6, '3': 1, '4': 4, '12': 1}",35,0.593566516544358
agre,"{'7': 3, '13': 5, '6': 2, '4': 1}",11,0.40389029326725173
basi,"{'6': 3, '13': 3, '12': 1, '4': 1}",8,0.3811522528337727
cloud,"{'4': 64, '6': 97, '7': 39, '2': 4, '13': 130, '9': 2, '11': 2, '12': 13, '20': 1, '23': 2, '3': 10, '10': 3, '30': 2, '5': 1, '32': 1}",371,0.7193395654493407
concern,"{'2': 1, '6': 4, '7': 2, '3': 2, '4': 1, '13': 5, '28': 1}",16,0.5786979446682583
consent,"{'7': 5, '6': 6, '4': 2, '13': 4}",17,0.4666655020766541
statement,"{'6': 8, '7': 2, '13': 8}",18,0.34968166542899914
occup,"{'9': 1, '13': 5, '6': 2, '4': 1, '7': 1, '1': 1, '12': 1}",12,0.5250104768642531
stabli,{},0,
laser,"{'2': 2, '3': 2, '6': 5, '12': 2, '13': 13, '4': 1, '1': 1, '10': 1}",27,0.5652011570939197
pregnant,"{'7': 2, '13': 1}",3,0.1590404182398875
editor,"{'7': 5, '13': 10, '6': 14, '4': 2}",31,0.45273029490657657
spread,"{'6': 5, '3': 3, '13': 3, '7': 3, '12': 1, '4': 2}",17,0.5786119718997095
compli,{'6': 1},1,0.0
wash,{'12': 2},2,0.0
zone,"{'3': 3, '12': 5, '6': 14, '7': 9, '2': 5, '13': 8, '10': 1, '25': 1, '1': 1, '4': 4, '8': 1, '9': 1}",53,0.7963869314949636
act,"{'13': 3, '6': 1, '4': 2, '7': 1}",7,0.3747498986282715
blade,"{'4': 2, '6': 3, '13': 2, '5': 1, '2': 1}",9,0.46439464346279863
boot,"{'6': 7, '4': 1}",8,0.11288624837399291
electro,"{'3': 2, '13': 8, '4': 3, '6': 3, '1': 1, '5': 1}",18,0.5190826666884537
partit,"{'3': 7, '4': 6, '13': 6, '6': 9, '2': 3, '10': 1, '1': 1, '25': 1, '12': 1}",35,0.693120652450909
router,"{'2': 4, '3': 5, '12': 3, '4': 16, '6': 7, '7': 4, '13': 10, '10': 1, '34': 1, '31': 1}",52,0.7443476971009354
stick,"{'3': 1, '6': 1, '13': 2}",4,0.26979531151190617
lie,"{'13': 2, '2': 1, '4': 1}",4,0.26979531151190617
infer,"{'6': 17, '13': 16, '7': 4, '4': 1}",38,0.40701634524086533
suit,"{'6': 2, '13': 2, '9': 1, '34': 1}",6,0.375878750850551
telephoni,{},0,
fire,"{'2': 1, '3': 1, '12': 4, '13': 1, '7': 1, '4': 2, '6': 3, '10': 1, '24': 1, '26': 1}",16,0.678826694126256
forest,"{'6': 5, '13': 4, '4': 1}",10,0.31003705451175634
insid,"{'6': 8, '3': 6, '1': 1, '4': 3, '10': 2, '11': 2, '13': 2, '30': 2, '33': 1, '34': 1, '2': 2}",30,0.7559168608784478
logist,"{'6': 5, '7': 7, '4': 3, '13': 5}",20,0.48735901689766487
analyt,"{'6': 27, '7': 7, '13': 37, '4': 5, '10': 7, '3': 2, '2': 2, '11': 6, '16': 1, '15': 2, '33': 1, '12': 2}",99,0.7196847393185903
inconsist,"{'7': 2, '13': 5, '6': 3, '4': 1, '9': 1}",12,0.46016453933228285
partner,"{'7': 4, '3': 1, '4': 1, '6': 1}",7,0.3317456135334171
guidelin,"{'7': 7, '6': 10, '13': 9, '33': 1, '2': 1, '4': 2, '10': 1, '12': 1, '5': 1, '14': 1}",34,0.657269941356969
regulatori,"{'13': 2, '6': 3, '7': 1, '19': 1, '23': 1}",8,0.44079240967373046
collector,"{'12': 7, '6': 7, '13': 19, '20': 1, '3': 1, '4': 2, '10': 2, '1': 1, '7': 1}",41,0.5959125180351916
anti,"{'6': 5, '16': 2, '11': 1, '15': 2, '13': 4, '8': 1, '3': 1, '21': 2, '7': 1, '2': 1}",20,0.701182107106327
decrypt,"{'3': 4, '4': 19, '5': 1, '6': 21, '7': 3, '13': 13, '2': 1, '12': 2}",64,0.6258797743806657
iter,"{'6': 6, '13': 3, '7': 1}",10,0.2924279286061882
grade,"{'6': 10, '4': 2, '7': 3, '13': 11, '3': 1, '12': 1}",28,0.5087157437624166
middlewar,"{'13': 7, '7': 2, '6': 5, '4': 2}",16,0.43355923874738833
shop,"{'6': 2, '7': 3, '4': 1, '13': 3, '10': 1}",10,0.4702430536445526
adopt,{'13': 3},3,0.0
life,"{'6': 6, '2': 1, '13': 15, '7': 8, '3': 3, '4': 3, '10': 1}",37,0.594677884903383
settl,"{'6': 3, '2': 1, '4': 1, '7': 1, '1': 2, '3': 1, '5': 1, '13': 1}",11,0.5929067701806722
uniform,"{'7': 2, '34': 1, '13': 3, '4': 2, '6': 4, '12': 1}",13,0.5410659871512514
frequent,"{'13': 3, '6': 1}",4,0.15051499783199057
desk,"{'13': 1, '33': 1, '6': 1}",3,0.25938375012788123
exhibit,"{'6': 4, '13': 3, '4': 1}",8,0.30589475391777743
loudspeak,"{'13': 8, '4': 1, '12': 1, '24': 1, '35': 1, '30': 1, '2': 1}",14,0.45249198775930355
mcu,"{'2': 4, '4': 6, '13': 13, '6': 4, '12': 2, '34': 1, '1': 1, '25': 1, '10': 1}",33,0.6432006180318134
traffic,"{'4': 9, '3': 3, '13': 3, '2': 2, '12': 1, '6': 1}",19,0.5088420574687195
underli,"{'4': 1, '6': 3, '7': 1, '13': 2, '10': 1}",8,0.44079240967373046
angl,"{'6': 16, '2': 13, '3': 8, '4': 1, '12': 2, '13': 9, '7': 1, '33': 1, '34': 1, '10': 3, '25': 1, '9': 2, '31': 3, '24': 1}",62,0.807408877666466
outer,"{'6': 35, '2': 11, '3': 8, '32': 1, '1': 6, '10': 4, '9': 5, '12': 2, '4': 15, '7': 2, '13': 13, '25': 1}",103,0.8052940643894311
divers,"{'9': 1, '2': 1, '13': 2, '6': 1, '7': 1}",6,0.42605041679454786
mutual,"{'6': 1, '7': 4, '4': 4, '13': 5}",14,0.4357717587569202
press,"{'3': 8, '4': 3, '13': 5, '6': 6, '1': 1, '9': 1, '2': 4, '10': 1, '34': 1}",30,0.6907754438971369
crowd,"{'6': 4, '13': 4, '4': 1, '7': 1}",10,0.3799340549453582
major,"{'6': 4, '9': 1, '10': 2, '2': 1, '13': 2, '21': 1, '4': 1, '7': 1}",13,0.6009237756423009
breath,"{'11': 3, '13': 17, '10': 2, '6': 1, '7': 1}",24,0.3401023295399089
plug,"{'13': 5, '6': 9, '3': 5, '12': 1, '1': 5, '4': 2, '2': 3, '7': 1, '10': 1}",32,0.7044901165628938
wristwatch,"{'13': 2, '12': 1, '6': 3}",6,0.29635854173060727
sql,"{'4': 2, '13': 1, '6': 1, '7': 2, '12': 1}",7,0.44291007787393755
overcom,{},0,
waist,"{'13': 5, '4': 2, '6': 2, '3': 1, '12': 1, '10': 1, '2': 1}",13,0.547156852231838
discontinu,"{'3': 1, '7': 1, '4': 2}",4,0.26979531151190617
gain,"{'5': 2, '13': 6, '10': 2, '6': 4, '9': 1, '2': 2, '4': 1}",18,0.5925392941736715
jack,"{'1': 6, '2': 6, '3': 5, '6': 5, '11': 1, '10': 1, '13': 1}",25,0.6127047277550915
freedom,"{'25': 2, '13': 3, '33': 1, '6': 1}",7,0.3747498986282715
negat,"{'7': 3, '4': 4, '13': 7, '6': 5, '12': 1, '9': 1, '2': 1, '3': 1, '35': 1, '30': 1}",25,0.6900268561698669
firm,"{'7': 3, '6': 2, '4': 1}",6,0.29635854173060727
version,"{'6': 27, '4': 8, '13': 12, '3': 2, '7': 4, '28': 1}",54,0.5251710464031102
conflict,"{'4': 3, '6': 5, '10': 1, '3': 2, '13': 3, '7': 1}",15,0.5453323912429672
encourag,"{'13': 3, '6': 3, '33': 2, '4': 1}",9,0.4113811707161695
pointer,"{'13': 6, '6': 8, '7': 4, '3': 1, '4': 1, '2': 1, '12': 1}",22,0.5548955604933409
way,"{'6': 1, '13': 1}",2,0.1505149978319906
connector,"{'1': 22, '2': 18, '3': 21, '13': 11, '6': 34, '7': 2, '4': 3, '8': 1, '19': 1, '10': 8, '9': 2, '21': 1, '12': 1, '34': 2}",127,0.8232709961948002
fiber,"{'9': 3, '6': 4, '16': 1, '13': 11, '15': 1, '3': 1, '12': 1, '17': 1, '28': 2, '2': 2, '19': 1, '10': 1}",29,0.7098262282326837
sensori,"{'9': 1, '6': 5, '12': 2, '13': 7, '34': 1, '4': 2, '7': 1}",19,0.5632327814417168
complic,"{'4': 2, '6': 5, '13': 8, '7': 1}",16,0.3959304892893907
rich,"{'7': 1, '13': 3, '6': 3}",7,0.30658971938260543
deposit,"{'6': 3, '7': 1, '2': 2, '21': 1, '8': 1}",8,0.44079240967373046
auto,"{'13': 4, '6': 3, '7': 1, '2': 1}",9,0.3779333934201716
indoor,"{'13': 6, '10': 4, '4': 3, '6': 2, '2': 1, '3': 1, '12': 1}",18,0.5827564464483559
bracket,"{'3': 8, '13': 20, '6': 14, '2': 12, '4': 2, '33': 1, '7': 1, '9': 2, '1': 5, '34': 1, '10': 1, '31': 2, '8': 1, '32': 1, '11': 1, '23': 1, '24': 1, '35': 1}",75,0.8506660004609112
ghz,"{'1': 1, '2': 2, '3': 4, '4': 1}",8,0.3655349107577352
angular,"{'13': 2, '10': 1, '9': 1, '2': 2}",6,0.375878750850551
balanc,"{'6': 2, '2': 1, '4': 1, '13': 3}",7,0.3747498986282715
gyroscop,"{'13': 4, '4': 1, '6': 1, '7': 1}",7,0.3317456135334171
lack,"{'13': 2, '7': 1}",3,0.1590404182398875
mitig,"{'4': 3, '6': 5, '7': 1, '13': 2}",11,0.40389029326725173
postur,"{'13': 22, '2': 3, '6': 8, '7': 3, '32': 1, '9': 1, '12': 5, '31': 1, '3': 3, '4': 3, '34': 1, '33': 1, '10': 1}",53,0.7317519037424915
linear,"{'13': 4, '6': 6, '7': 1, '9': 2, '2': 5, '5': 1, '3': 2, '31': 1}",22,0.642362800768881
login,"{'13': 19, '6': 13, '7': 11, '12': 3, '4': 5, '3': 1}",52,0.587861254617986
certif,"{'4': 10, '6': 20, '7': 7, '13': 15, '2': 1, '3': 1, '25': 1, '12': 1}",56,0.6086973382286702
reset,"{'2': 3, '5': 1, '8': 2, '10': 1, '13': 4, '24': 2, '4': 3, '6': 8, '1': 3, '3': 3, '12': 2}",32,0.7943357810438845
durabl,{},0,
retin,"{'9': 1, '2': 2, '13': 6, '6': 3}",12,0.39531860180031253
lan,"{'4': 4, '10': 1, '13': 5, '7': 3, '12': 1, '6': 1, '3': 1, '11': 1, '2': 1}",18,0.6427109601176684
wan,"{'4': 1, '6': 1}",2,0.1505149978319906
bin,"{'13': 5, '3': 1, '12': 2, '24': 1, '7': 1}",10,0.41795517911651886
endoscopi,"{'13': 6, '6': 4, '2': 1}",11,0.3057829072629222
admit,"{'7': 3, '6': 4, '13': 2}",9,0.3444856161241737
arriv,"{'7': 2, '34': 1, '3': 1, '4': 2, '13': 3, '2': 1, '6': 2}",12,0.583257977225588
rank,"{'7': 3, '4': 1, '6': 14, '25': 1, '12': 1, '13': 13, '1': 1}",34,0.49874484368115285
regular,"{'33': 1, '12': 1, '13': 6, '6': 2, '4': 2, '3': 1}",13,0.4872990637407884
chanc,"{'13': 2, '12': 1}",3,0.1590404182398875
pin,"{'1': 12, '2': 7, '3': 5, '10': 6, '11': 1, '13': 2, '15': 1, '12': 1, '6': 13, '9': 3, '4': 1, '31': 1, '21': 1, '34': 1}",55,0.8165625073759747
coat,"{'29': 3, '10': 3, '21': 4, '13': 6, '33': 2, '2': 4, '4': 1, '6': 5, '7': 1, '12': 1, '11': 1, '3': 4, '9': 1, '19': 2, '34': 2, '28': 1, '1': 1}",42,0.943122339521442
matter,"{'3': 2, '4': 1, '13': 4, '7': 2, '6': 3, '2': 1}",13,0.5410659871512514
second,{},0,
therapist,"{'4': 1, '6': 1, '7': 2, '13': 1}",5,0.35563025007672866
capacitor,"{'1': 4, '3': 4, '5': 2, '34': 1, '4': 1, '13': 3, '6': 3, '8': 2, '2': 2}",22,0.7195887100568817
final,"{'6': 9, '7': 3, '2': 1, '3': 1, '13': 5}",19,0.45621047852135116
judgment,"{'4': 1, '13': 12, '6': 4, '7': 1}",18,0.3192107119148141
nose,"{'13': 3, '7': 1}",4,0.15051499783199057
passag,"{'13': 4, '6': 8, '7': 1, '4': 1, '2': 5, '12': 3, '3': 3, '1': 1, '9': 2, '11': 1, '23': 1, '33': 1}",31,0.7739605245526459
quantit,"{'6': 3, '33': 1, '3': 1, '10': 1, '11': 1, '13': 4}",11,0.49479938417634267
resistor,"{'13': 5, '4': 1, '1': 2, '6': 3, '2': 2, '31': 1, '3': 1, '12': 1}",16,0.616326694126256
throat,"{'13': 5, '7': 1, '16': 1, '6': 1, '2': 1, '4': 1}",10,0.448058178682917
awar,"{'12': 2, '13': 3, '6': 3, '7': 3, '2': 1, '4': 1}",13,0.5506766591980438
incom,"{'3': 3, '4': 2, '13': 1}",6,0.29635854173060727
disclos,"{'4': 1, '13': 1, '6': 1, '7': 1}",4,0.3450528104279015
vertic,"{'13': 10, '7': 1, '2': 8, '4': 1, '6': 3, '1': 1, '3': 1, '8': 1, '25': 1, '31': 4, '23': 1, '9': 1}",33,0.71560726177419
dial,"{'4': 3, '12': 2, '13': 5, '10': 1, '1': 1, '34': 1}",13,0.5104552172534024
lift,"{'13': 8, '9': 1, '6': 2, '4': 2, '10': 1, '5': 1, '2': 4, '3': 1, '33': 1, '31': 2}",23,0.6749422902743658
perman,"{'1': 1, '34': 1, '6': 1}",3,0.25938375012788123
tone,"{'3': 5, '6': 5, '4': 3, '13': 1, '7': 1, '2': 1}",16,0.524006615706277
joint,"{'7': 1, '12': 1, '13': 16, '33': 1, '6': 6, '2': 2, '3': 2, '9': 1, '4': 1, '25': 2}",33,0.6017467760531893
screw,"{'25': 2, '13': 13, '2': 5, '6': 3, '31': 5, '3': 2, '7': 1, '23': 1}",32,0.6277286780276112
bad,"{'13': 2, '6': 2}",4,0.19453781259591088
begin,"{'6': 1, '13': 1}",2,0.1505149978319906
blind,"{'2': 1, '3': 1, '4': 4, '6': 3, '10': 1, '12': 2, '13': 2}",14,0.5842847049031791
airplan,{},0,
oven,{},0,
refriger,"{'13': 3, '6': 1, '7': 1, '25': 1, '12': 1}",7,0.417754183723126
sum,"{'13': 1, '9': 1, '2': 1}",3,0.25938375012788123
exposur,"{'13': 5, '7': 2, '6': 4, '2': 9, '1': 1, '3': 4, '9': 2, '4': 4, '10': 1}",32,0.7199541797403968
constrain,"{'6': 5, '2': 1, '4': 2, '13': 4}",12,0.409992873388286
alter,"{'4': 2, '7': 1, '13': 2, '6': 2}",7,0.39990579277908317
peripher,"{'6': 7, '2': 5, '7': 2, '4': 5, '3': 4, '13': 5, '8': 1}",29,0.6663904589048989
growth,"{'7': 3, '2': 1, '12': 1, '6': 3, '13': 5}",13,0.47375358227496683
heavi,"{'6': 2, '7': 1, '10': 1, '13': 1}",5,0.35563025007672866
molecul,"{'10': 1, '13': 3, '11': 1, '6': 2}",7,0.3747498986282715
sudden,"{'13': 4, '6': 2}",6,0.19601520984261356
burn,"{'25': 1, '13': 1, '6': 2, '2': 1}",5,0.35563025007672866
geograph,"{'7': 2, '6': 7, '10': 2, '13': 12, '3': 3, '4': 5, '12': 3, '11': 1, '2': 1}",36,0.6930617752901822
mental,"{'2': 1, '13': 13, '6': 3, '7': 1, '12': 1}",19,0.34277173970740055
stress,"{'13': 14, '11': 1, '12': 1, '6': 4, '10': 2, '7': 3, '4': 2, '3': 1, '2': 2}",30,0.6140599747923602
telehealth,"{'7': 3, '6': 3, '13': 1}",7,0.30658971938260543
manpow,{},0,
arrest,"{'13': 3, '6': 3, '10': 1}",7,0.30658971938260543
dispos,"{'13': 9, '7': 2, '10': 2, '6': 20, '8': 3, '9': 2, '1': 5, '3': 6, '2': 5, '19': 1, '21': 1, '29': 1, '4': 3, '31': 1, '25': 1}",62,0.8399503427074024
stamp,"{'7': 3, '13': 5, '6': 4, '4': 1}",13,0.427441275249739
preliminari,"{'13': 11, '6': 9, '15': 1}",21,0.3117821505095154
barrier,{},0,
notic,"{'6': 5, '10': 1, '2': 1, '3': 2, '4': 3, '7': 1, '13': 4}",17,0.5889702812559261
neck,"{'2': 3, '3': 1, '6': 2, '13': 8, '7': 1}",15,0.4287865227758871
pathway,"{'7': 9, '6': 16, '14': 1, '15': 1, '13': 7, '4': 2, '11': 1, '1': 1, '10': 1, '2': 3, '34': 1}",43,0.6771895874814842
poor,{},0,
residu,"{'6': 2, '7': 1, '2': 1, '10': 1, '13': 3}",8,0.44079240967373046
countri,{'13': 2},2,0.0
gap,"{'7': 4, '13': 5, '6': 5, '9': 2, '2': 2, '3': 4, '12': 1, '1': 1, '4': 1}",25,0.706792028479546
leav,"{'9': 3, '2': 6, '6': 7, '10': 2, '13': 6, '7': 2, '3': 1, '12': 1}",28,0.6673869304031227
neural,"{'13': 5, '25': 1, '6': 3}",9,0.3002700596050584
grant,"{'3': 2, '12': 1, '4': 8, '13': 2, '7': 2, '6': 1}",16,0.48825056770936953
vari,"{'13': 1, '6': 2, '1': 1, '10': 1, '3': 1, '4': 1}",7,0.48591436296879204
disc,"{'3': 1, '6': 1, '7': 1, '10': 1, '11': 1, '13': 3, '2': 1, '25': 1}",10,0.578161178249315
disconnect,"{'7': 2, '3': 1, '4': 2, '1': 1, '12': 1, '6': 2}",9,0.5174081162094278
densiti,"{'13': 10, '6': 8, '7': 2, '2': 2, '4': 8, '1': 1, '3': 3, '8': 1}",35,0.6532347807681994
eeg,"{'12': 2, '13': 17, '10': 1, '7': 1, '6': 2, '3': 1}",24,0.35998238181989484
chemic,"{'7': 3, '13': 7, '6': 3, '11': 1}",14,0.40583395106106473
replic,"{'6': 5, '7': 1, '13': 3, '12': 1}",10,0.37024305364455257
elong,"{'2': 2, '13': 4, '6': 4, '3': 2, '4': 1, '1': 1}",14,0.5412804198083246
interconnect,"{'4': 2, '13': 3, '2': 1, '6': 3, '7': 1}",10,0.4702430536445526
miss,"{'3': 1, '4': 2, '6': 4, '13': 2}",9,0.3974990888708028
planar,"{'6': 8, '7': 1, '13': 2, '2': 3, '3': 5, '12': 1, '9': 2, '21': 1, '8': 2}",25,0.6729881068789757
rear,"{'3': 17, '2': 10, '6': 11, '10': 3, '13': 5, '8': 1, '32': 1, '34': 1, '4': 3, '29': 1, '1': 1, '12': 1}",55,0.7410219945134263
rectangular,"{'10': 1, '13': 3, '6': 2, '31': 1}",7,0.3747498986282715
fingerprint,"{'13': 14, '6': 64, '25': 2, '20': 1, '3': 10, '4': 11, '7': 6, '2': 5, '10': 2, '8': 3, '9': 3, '12': 2}",123,0.6787300319438698
equival,"{'6': 3, '13': 2}",5,0.19999999999999996
narrow,"{'3': 2, '4': 2, '6': 1, '7': 2, '13': 3}",10,0.4878521795501207
punctur,"{'10': 1, '13': 7}",8,0.11288624837399291
vein,"{'6': 5, '13': 6}",11,0.24224017959601138
lightweight,"{'6': 2, '4': 1, '13': 2}",5,0.29542425094393243
sick,"{'6': 3, '12': 1, '7': 1, '13': 2}",7,0.3747498986282715
tast,"{'12': 1, '13': 2, '6': 2, '4': 1}",6,0.375878750850551
throughput,"{'6': 4, '3': 1, '4': 5, '2': 1, '13': 1, '10': 1, '9': 1, '14': 1}",15,0.5771404748909447
lamp,"{'6': 4, '7': 1, '13': 18, '2': 3, '3': 2, '4': 2, '31': 1, '23': 1}",32,0.5266690076061182
shield,"{'4': 1, '6': 6, '9': 1, '34': 1, '27': 2, '13': 10, '2': 7, '3': 4, '8': 2, '19': 2, '10': 3, '11': 1, '30': 1, '22': 1, '1': 2}",44,0.862331609246239
gas,"{'11': 8, '13': 9, '7': 2, '4': 2, '12': 7, '10': 5, '1': 1, '3': 3, '30': 2, '8': 1, '2': 1, '27': 1}",42,0.7980843247402502
man,"{'6': 3, '13': 6, '7': 2, '3': 1}",12,0.39531860180031253
attempt,"{'6': 3, '7': 1, '4': 3, '3': 1}",8,0.3811522528337727
auscult,"{'13': 22, '2': 5, '6': 3, '3': 1, '1': 1, '4': 1, '12': 2}",35,0.45157438753774926
listen,"{'2': 3, '7': 1, '9': 1, '4': 3, '6': 2, '13': 1, '3': 1}",12,0.5685837056376145
multifunct,"{'4': 5, '13': 22, '6': 9, '7': 4, '10': 4, '3': 1, '12': 1, '34': 1, '2': 1, '31': 2, '32': 1}",51,0.6752839548651868
thing,"{'4': 15, '7': 6, '13': 22, '6': 10, '3': 3, '34': 1, '10': 1, '35': 1, '12': 2, '2': 1, '16': 1, '33': 1, '25': 1}",65,0.7269659580779478
emitt,"{'13': 7, '2': 2, '10': 2, '12': 2, '7': 1, '3': 1, '6': 3}",18,0.5790371803577662
bring,"{'4': 1, '13': 2, '6': 2, '7': 1}",6,0.375878750850551
informat,"{'6': 3, '13': 2, '7': 2}",7,0.3317456135334171
split,"{'13': 1, '6': 5, '3': 1, '4': 1, '7': 1}",9,0.3867313096476855
tempor,"{'2': 10, '6': 18, '34': 1, '10': 10, '13': 19, '7': 3, '3': 9, '4': 10, '12': 9}",89,0.806171811509317
aris,"{'13': 1, '6': 1}",2,0.1505149978319906
customiz,"{'13': 4, '6': 4, '2': 1, '3': 2, '4': 1, '7': 1}",13,0.5179098336386375
superior,"{'7': 2, '13': 5, '6': 1}",8,0.27816366021573286
rack,"{'13': 4, '33': 1, '2': 1, '3': 1, '6': 1}",8,0.40316366021573286
infect,"{'7': 5, '6': 14, '13': 26, '11': 2, '4': 5, '16': 1, '15': 1, '3': 2, '2': 1}",57,0.6017770830088532
wall,"{'3': 4, '12': 2, '13': 25, '2': 11, '31': 3, '1': 4, '6': 8, '10': 3, '9': 3, '34': 1, '4': 3, '25': 2}",69,0.7878390956387307
citi,"{'6': 2, '2': 1, '3': 1, '13': 2}",6,0.375878750850551
expens,"{'7': 12, '13': 4, '6': 4}",20,0.347268258468593
firewal,"{'7': 1, '6': 3, '3': 1, '4': 4, '13': 1}",10,0.4401400540781545
intrus,"{'7': 1, '4': 1, '13': 1}",3,0.25938375012788123
exam,"{'6': 13, '7': 5, '13': 7, '4': 3, '10': 1, '3': 1}",30,0.5356538908553149
grind,"{'7': 1, '2': 14, '3': 24, '6': 12, '4': 1, '1': 5, '32': 1, '10': 1, '13': 2, '9': 1}",62,0.6403908733205517
rat,"{'3': 3, '4': 5}",8,0.21852350337577509
slit,"{'9': 2, '2': 7, '3': 8, '13': 7, '4': 1, '6': 2}",27,0.571279303826237
bracelet,"{'34': 12, '13': 17, '4': 1, '12': 4, '3': 1, '10': 3}",38,0.5086513815385768
cosmet,"{'13': 1, '6': 1, '7': 2, '12': 1, '4': 1}",6,0.42605041679454786
jewelri,"{'29': 1, '7': 1}",2,0.1505149978319906
play,"{'6': 12, '4': 9, '2': 7, '7': 2, '12': 2, '9': 1, '13': 2, '1': 1, '3': 1}",37,0.6565707122375052
wristband,"{'13': 13, '7': 1, '34': 4, '2': 1, '6': 4, '1': 2, '3': 1, '12': 1}",27,0.5622685183514151
android,"{'4': 2, '13': 6, '6': 5, '3': 2, '7': 1}",16,0.48637786624827933
linux,"{'6': 3, '4': 1, '7': 2, '13': 1}",7,0.3747498986282715
mix,"{'13': 7, '7': 2, '12': 2, '29': 1, '2': 2, '6': 8, '3': 1, '4': 1}",24,0.6075693593036708
psycholog,"{'13': 6, '7': 1, '6': 2, '12': 1, '34': 1}",11,0.4038902932672517
threat,"{'6': 2, '4': 2, '9': 1, '2': 1, '12': 1, '13': 2}",9,0.5174081162094278
prolong,{},0,
round,"{'12': 1, '3': 2, '7': 3, '13': 4, '6': 3, '32': 1, '4': 2, '31': 2, '2': 1}",19,0.6971310995654156
thick,"{'13': 3, '6': 2, '3': 1, '2': 2, '19': 1, '8': 1, '9': 1}",11,0.5655404069384921
bladder,"{'33': 1, '13': 5, '6': 1}",7,0.2318927557711287
fli,"{'32': 1, '3': 1, '6': 3, '10': 1, '12': 1, '13': 1}",8,0.4784211591317281
tract,"{'13': 2, '6': 1}",3,0.1590404182398875
feed,"{'1': 2, '2': 4, '3': 6, '4': 3, '6': 4, '13': 5, '10': 2, '12': 2, '25': 1}",29,0.7437365985147711
give,"{'3': 1, '4': 1, '6': 3, '7': 1, '13': 2}",8,0.44079240967373046
old,"{'12': 2, '13': 6, '4': 1, '7': 3, '6': 1}",13,0.45059742876235287
broadcast,"{'3': 3, '4': 18, '7': 6, '6': 8, '2': 5, '5': 1, '13': 6, '12': 3, '33': 1, '11': 1, '35': 1}",53,0.7522436599703725
converg,"{'13': 3, '4': 1, '7': 1}",5,0.2602059991327962
pupil,"{'13': 5, '6': 1, '1': 1}",7,0.2318927557711287
corner,"{'13': 2, '6': 4, '7': 1, '12': 1, '25': 1, '2': 2, '8': 1, '9': 1}",13,0.6009237756423009
tab,"{'13': 4, '6': 2, '7': 1}",7,0.2887413284385626
viewabl,"{'6': 4, '4': 1, '7': 1, '13': 1}",7,0.3317456135334171
bottl,"{'6': 7, '4': 1, '13': 11, '25': 4, '3': 2, '12': 4, '7': 1}",30,0.6019540447119328
cylind,"{'13': 12, '6': 3, '12': 1, '35': 1, '1': 2, '34': 1, '2': 2, '31': 2}",24,0.5596303111960336
notebook,"{'13': 1, '6': 1}",2,0.1505149978319906
sight,"{'6': 7, '13': 3, '2': 3, '7': 1}",14,0.40583395106106473
constraint,"{'6': 4, '13': 5, '7': 1}",10,0.31003705451175634
wifi,"{'2': 1, '4': 2, '13': 6, '7': 1, '10': 1}",11,0.4038902932672517
pipelin,"{'13': 10, '6': 10, '7': 2, '12': 3, '11': 1, '10': 1, '20': 1, '24': 1}",29,0.5775114313243049
reinforc,"{'2': 3, '3': 2, '4': 1, '6': 6, '9': 1, '13': 5, '10': 1}",19,0.5825999806677483
timer,"{'13': 7, '2': 3, '6': 4, '10': 1, '3': 3, '12': 2, '4': 3}",23,0.6388856044991038
labor,"{'6': 2, '7': 1}",3,0.1590404182398875
token,"{'6': 28, '7': 15, '4': 18, '12': 4, '13': 6, '3': 1, '28': 1}",73,0.6028190897139247
feel,"{'13': 3, '2': 1, '3': 1}",5,0.2602059991327962
valuabl,{'6': 2},2,0.0
gestur,"{'2': 11, '6': 50, '10': 4, '13': 10, '7': 2, '3': 8, '4': 5, '9': 2, '22': 1, '12': 2, '33': 1, '23': 1, '25': 2}",99,0.6874442124997912
fat,"{'6': 1, '13': 3, '7': 1, '10': 1}",6,0.3465302076746042
pregnanc,"{'7': 2, '13': 6, '6': 3, '15': 2, '2': 2, '12': 1, '11': 1}",17,0.588970281255926
hot,"{'33': 1, '3': 1, '13': 1}",3,0.25938375012788123
pack,"{'6': 5, '13': 4, '7': 1, '3': 3, '2': 3, '34': 1, '9': 1, '25': 2, '12': 1, '4': 1, '10': 1, '1': 1}",24,0.7698325285821891
formul,"{'25': 2, '2': 1, '6': 1, '16': 1, '13': 2, '9': 1, '10': 1}",9,0.5508558935054257
sync,"{'13': 2, '3': 1, '4': 1}",4,0.26979531151190617
