From,To
['CN202408871'],CN109009014
['US2016062423'],CN108594890
['CN204993446'],CN105653889
['CN102819655'],CN108492849
['CN102819656'],CN108492849
['CN101944162'],CN103559325
['CN103295176'],CN103559325
['WO2012155015'],WO2015198168
['CN102509012'],CN105005683
['CN101944162'],CN107918537
['CN102819656'],CN107918537
['US9720934'],US11175516
['CN105631173'],CN106650295
['WO2014167901'],KR1941209
['CN103942402'],CN107133483
['WO2013177357'],CN107133483
['CN203720606'],CN104601947
['CN102184312'],CN103144908
['CN102567620'],CN103144908
['CN202084036'],CN103144908
['CN102184312'],CN103417195
['JP2013114283'],WO2015098172
['WO2014077396'],WO2017050586
['CN103377314'],CN105205307
['CN102664940'],CN107770180
['CN202821639'],CN105160157
['KR2018017419'],WO2020027590
['CN201519339'],CN103920208
['WO2017063534'],WO2019056957
['WO2017133485'],WO2019056957
['CN102054118'],CN103413025
['CN102231172'],CN102999878
['CN102438039'],CN102930490
['CN202478056'],CN106203748
['WO2015126095'],WO2017069513
['CN206741488'],CN110890144
['CN102085116'],CN103294916
['CN102917038'],CN103294916
['CN101669815'],CN102368283
['CN101791250'],CN102509015
['CN101795296'],CN102509015
['CN102890752'],CN103607420
['CN110060754'],CN110619939
['CN103310089'],CN108280069
['CN205176630'],CN108614442
['CN106295220'],CN109992627
['US2016219167'],CN108364079
['GB2503707'],US2016080667
['JP2012196330'],CN104792977
['CN103248681'],CN105527420
['CN103279799'],CN105046612
['CN101815065'],US2012176964
['CN104224131'],CN108937892
['CN107564585'],CN109102857
['WO2012040554'],US2019192366
['CN107680674'],CN108937873
['CN105232008'],CN109394180
['CN203524646'],CN104257353
['WO2016138087'],US2019315370
['CN204363970'],CN105232007
['WO2015143085'],CN105528859
['CN102831305'],CN106529139
['CN103593554'],CN106529139
['US2009318779'],US2018144605
['US2011190593'],US2018144605
['US2012323591'],US2018144605
['CN110727737'],CN112435128
['CN108848488'],CN110189820
['CN103198224'],CN112787701
['WO2016127173'],CN109008966
['WO2009140757'],US2016128526
['US9858781'],US2021279365
['US2013338724'],US2015265497
['GB2503707'],WO2016065261
['CN106921926'],CN107661106
['CN209357116'],CN110728837
['CN104240170'],CN106503467
['CN104835098'],CN106503467
['CN106529155'],CN106503467
['US9477317'],US10968073
['EP2966539'],WO2022023904
['US2016132822'],US2019164098
['US2012323170'],US11151223
['CN203102058'],CN108362335
['CN101923606'],CN107680644
['US2015346718'],US2019129436
['US2010121227'],US2019091545
['CN102117384'],CN106215336
['CN111277803'],CN112134361
['CN108888246'],CN110522971
['CN102819655'],CN106909791
['CN102819656'],CN106909791
['CN105678671'],CN106909791
['US2015213458'],CN106909791
['US2012185268'],CN106823064
['CN201814591'],CN103698756
['CN103198224'],CN109741836
['CN206193788'],CN109741836
['JP6145230'],CN109741836
['WO2014145695'],WO2017089986
['WO2014197822'],WO2017089986
['US2012095357'],US2014247152
['US2013072770'],US2017085120
['US2013072770'],US10291066
['WO2016195328'],US2021168003
['US2014257047'],US2018152837
['US2011135177'],EP2923732
['US10052026'],WO2013056109
['CN102054118'],CN104200418
['CN102831305'],CN104200418
['CN103150469'],CN104200418
['CN103825958'],CN104200418
['US2014278535'],US2021134416
['CN101908093'],CN102521501
['CN101984448'],CN104408678
['CN102819655'],CN104408678
['CN102819656'],CN104408678
['CN103294915'],CN104408678
['CN103617343'],CN104408678
['CN107863147'],CN110349668
['CN104665781'],CN105381548
['CN205145417'],CN105381548
['CN108573737'],CN113254979
['WO2012170924'],WO2015109267
['CN107104982'],CN108040056
['CN105577368'],CN113517065
['WO2018016906'],US10812639
['WO2018080115'],US10812639
['WO2016082576'],CN114157900
['CN109116751'],CN111650852
['CN105224804'],CN108281180
['CN106295938'],CN110598808
['WO2013054258'],US2020061331
['US8285703'],US2018025494
['US2013208966'],US2018025494
['WO2012012846'],US2016360045
['CN205758531'],CN107506578
['CN202478056'],CN103340727
['US2012166221'],US2019206558
['US9477317'],US2018276735
['CN112233739'],CN113223685
['CN104305972'],CN104850731
['CN105808946'],CN108573758
['EP2246798'],CN107133447
['CN105574627'],CN107887013
['CN201830301'],CN104778546
['CN201601782'],CN102722659
['CN102567620'],CN107329712
['CN104899466'],CN108231154
['CN107951475'],CN112951415
['CN112185533'],CN113486255
['CN103533049'],CN109756489
['WO2015013688'],WO2016040985
['CN102156816'],CN106777993
['CN202049489'],CN106777993
['CN104732468'],CN109390060
['CN105488577'],CN109390060
['CN106126912'],CN109390060
['CN102567611'],CN104182604
['CN202334601'],CN104182604
['CN103324831'],CN106371449
['CN105491097'],CN106371449
['CN105975740'],CN107993708
['CN103976791'],CN105046400
['US2013211291'],US2017171202
['CN104257364'],CN106504154
['CN107391944'],CN109726595
['CN109215770'],CN109726595
['WO2018009979'],CN109726595
['CN107391944'],CN109726595
['CN109215770'],CN109726595
['WO2018009979'],CN109726595
['CN101984448'],CN106845126
['CN106373064'],CN106845126
['CN102156818'],CN102521773
['CN108269607'],CN110111872
['CN106295103'],CN107292397
['CN102184312'],CN105956387
['CN103150469'],CN105574310
['CN104036154'],CN105574310
['CN103942402'],CN105512452
['WO2011002905'],WO2016079714
['WO2010124137'],EP3086249
['US9165009'],CN107277094
['CN102063579'],CN109887564
['CN109215751'],CN109887564
['CN102063579'],CN109887564
['CN109215751'],CN109887564
['CN102917038'],CN103533049
['CN103150469'],CN103533049
['CN111128333'],CN112259186
['CN203276282'],CN105760689
['CN105160203'],CN107749308
['CN203133577'],CN105160177
['CN104537596'],CN107808260
['CN102393871'],CN103767691
['CN107368750'],CN108986905
['WO2018009979'],CN108986905
['US2012095357'],US10004451
['US2012095357'],US10058290
['WO2016014163'],WO2017088047
['KR2013107519'],KR1943838
['CN106126917'],CN109872812
['CN104142957'],CN108053863
['CN107391948'],CN108053863
['CN105897742'],CN107733870
['CN103268419'],CN109119171
['CN107506602'],CN109119171
['CN101984448'],CN107368683
['CN102521394'],CN107368683
['CN104318353'],CN107368683
['CN106529139'],CN109529277
['CN104036147'],CN105763623
['CN103942402'],CN110800637
['EP2892208'],CN107563131
['CN101548882'],CN102270270
['CN104835098'],CN107665730
['KR2017022007'],CN107665730
['CN102223567'],CN105956407
['CN103106318'],CN105956407
['CN101808124'],CN104392306
['CN103150469'],CN104392306
['CN103294914'],CN104392306
['CN103942402'],CN104392306
['CN103279665'],CN110752024
['CN106991294'],CN107680695
['CN104184759'],CN104751553
['CN101561847'],CN105225184
['CN103279665'],CN105225184
['CN102184312'],CN106372404
['CN102054118'],CN103150469
['CN102609628'],CN103150469
['WO2010126797'],CN103150469
['WO2012108935'],CN103150469
['CN102916966'],CN104657927
['CN102917038'],CN104657927
['CN103500270'],CN104657927
['CN102223567'],CN106529125
['CN102462891'],CN106529125
['CN206515975'],CN109712320
['CN107122612'],CN107731313
['CN202161306'],CN111882843
['CN104219269'],CN106446590
['CN202161306'],CN109146701
['CN101808125'],CN104580418
['CN102054118'],CN104580418
['CN103961069'],CN106204396
['CN104899466'],CN109147897
['CN105662457'],CN110720945
['CN106021910'],CN107633876
['CN106021910'],CN107085660
['CN101732041'],CN107169297
['CN102438039'],CN107169297
['CN103961069'],CN107169297
['CN103976791'],CN109819398
['CN103886415'],CN107169710
['CN102223567'],CN104867083
['CN103942402'],CN104867083
['CN202102440'],CN104867083
['WO2016040345'],CN105933536
['CN102223567'],CN104867082
['CN103942402'],CN104867082
['CN202102440'],CN104867082
['US2013285836'],KR1664407
['CN105049525'],CN108606784
['CN111899883'],CN112532630
['CN111986811'],CN112532630
['US2013197322'],US9300925
['US8429179'],US2017308540
['CN204406154'],CN105137945
['US2011072379'],US2015282821
['CN104815374'],CN105749393
['WO2014033229'],WO2017199215
['CN108231201'],CN109119159
['CN108288502'],CN109119159
['WO2013077977'],WO2020123007
['US9051043'],US2017146995
['CN205251511'],CN107296588
['CN104799825'],CN107438088
['CN206058196'],CN107767115
['CN102968572'],CN105468929
['CN202553903'],CN103315716
['CN106599802'],CN110675584
['WO2020077002'],WO2021224888
['US2014378794'],CN106725384
['WO2011027535'],WO2019229936
['CN103268419'],CN105374000
['CN204618192'],CN108498182
['US2012013725'],US2018316834
['CN102054118'],CN113053515
['CN107506573'],CN113053515
['CN206711090'],CN113053515
['CN102054118'],CN113053515
['CN107506573'],CN113053515
['CN206711090'],CN113053515
['CN103825958'],CN105376569
['CN202060885'],CN105376569
['CN103514378'],CN105979213
['CN108960337'],CN109815911
['CN105528531'],CN106162373
['CN102427467'],CN104394350
['CN102982245'],CN104394350
['CN108346455'],CN108961853
['CN102254084'],CN107358037
['CN101895448'],CN105187858
['CN104184759'],CN105187858
['CN103297510'],CN107197214
['CN102438039'],CN103268395
['CN202235319'],CN103268395
['WO2019071166'],CN110556031
['CN102231172'],CN103908749
['US2017337738'],WO2018084359
['US2017337738'],WO2018084359
['CN106529139'],CN113488179
['CN107315919'],CN109499010
['EP3118803'],CN107590646
['WO2018182734'],US2019180421
['US2014067425'],CN108543161
['WO2017131401'],CN112543300
['US2012151405'],US2018061100
['CN102117384'],CN103974197
['CN103976791'],CN108460957
['CN104398244'],CN108460957
['CN105160175'],CN108460957
['CN205286342'],CN107006390
['CN205992918'],CN107438224
['CN102831305'],CN107480462
['CN102982245'],CN103315712
['CN110827997'],CN111260884
['CN102085116'],CN103903413
['CN102370459'],CN103903413
['CN103385701'],CN103903413
['CN202408871'],CN103903413
['CN105160175'],CN107230324
['CN102063665'],CN109935342
['CN102122313'],CN109935342
['CN105426675'],CN109935342
['US2016104484'],CN107978315
['CN103077321'],CN105342573
['EP2950510'],CN108447479
['CN102048580'],CN103616834
['CN102868755'],CN103616834
['US2014374476'],CN109617984
['CN102270270'],CN105376409
['CN107241579'],CN109714571
['WO2016186904'],CN106821391
['CN102917038'],CN103268419
['CN107220515'],CN110473618
['CN107368750'],CN109741819
['CN107391944'],CN109741819
['CN205458640'],CN108524114
['CN104111649'],CN104536425
['CN201741259'],CN106647590
['CN201741259'],WO2018137073
['CN110274632'],CN111562349
['CN206728000'],CN109009005
['US2009227876'],US10729336
['US2009318779'],US10729336
['US2012095352'],US10729336
['US2013197322'],US10729336
['US2013231574'],US10729336
['JP2012071054'],US2020315267
['WO2015100482'],CN108209886
['CN103976791'],CN104915786
['CN104224131'],CN107564585
['CN105678098'],CN107564585
['US8077029'],US2018249079
['US2015312533'],US2018249079
['US2016163010'],US2018249079
['US2018182491'],US2021059583
['CN105160175'],CN106126895
['CN106901706'],CN110660486
['CN107680674'],CN110660486
['US2012095357'],US2014249853
['KR1360999'],KR1696243
['US9936756'],US11026621
['KR2018066321'],WO2020027360
['CN107564585'],CN113362968
['CN111818173'],CN113362968
['CN107564585'],CN113362968
['CN111818173'],CN113362968
['US2015099941'],CN111436941
['CN107307855'],CN108986410
['WO2015148018'],US10159430
['US2012293935'],US10159430
['KR2010099881'],KR1447145
['CN103156580'],CN108198379
['CN107307855'],CN108618765
['CN106200808'],CN106788544
['US2015161876'],US2018012471
['US2013172691'],US2018064388
['US2013231574'],US2018064388
['WO2012170586'],US2018064388
['WO2012170924'],US2018064388
['WO2012171032'],US2018064388
['WO2015100482'],US2017232338
['GB2504299'],CN105286799
['US2009227876'],US2014266787
['US2009318779'],US2014266787
['US2012095352'],US2014266787
['EP2950510'],EP3474131
['CN204169822'],CN108309294
['US2016270738'],WO2018136462
['US2015304101'],US2018103911
['US2013172691'],US2019074088
['CN102393871'],CN103330554
['CN101721202'],CN104042199
['CN105808946'],CN106510686
['WO2016111537'],CN108873028
['US2018132031'],CN109873653
['CN105678098'],CN110353656
['WO2016199121'],CN110353656
['US9720934'],CN109063038
['CN105872046'],CN108364321
['DE102009022852'],DE102012015808
['CN101808124'],CN103533082
['CN101904736'],CN103440397
['US2010094657'],US2016283068
['US8285703'],CN105868258
['CN103799990'],CN110176312
['CN103870713'],CN110176312
['CN104257364'],CN110176312
['CN108648813'],CN110176312
['CN103799990'],CN110176312
['CN103870713'],CN110176312
['CN104257364'],CN110176312
['CN108648813'],CN110176312
['CN106446591'],CN108573739
['US2018109710'],WO2020008419
['CN103815874'],CN110677626
['CN204683538'],CN110677626
['CN205788183'],CN110677626
['US2017146970'],KR1975681
['US2011200194'],US2012232367
['CN202404598'],CN103235895
['CN108346464'],CN111669718
['CN104305972'],CN107126199
['CN108201439'],CN109065152
['CN105405085'],CN106357810
['WO2012170924'],US2015272501
['CN202916835'],CN108937996
['CN102213575'],CN108494839
['CN106921926'],CN113099371
['CN102263934'],CN102625085
['CN103942402'],CN105469341
['CN105554103'],CN108404253
['CN101732041'],CN103876837
['CN201519339'],CN103034780
['CN101521880'],CN103799990
['CN101732041'],CN103799990
['CN104036147'],CN105975798
['CN202502539'],CN105975798
['CN204618192'],CN112826605
['CN103479362'],CN110575160
['US2013072770'],US2015326068
['US2013072770'],US10153653
['CN101923606'],CN105512707
['CN102917038'],CN103285447
['US2010094585'],US2016361629
['CN203153118'],CN105491258
['CN107260162'],CN108737512
['CN101521880'],CN108184258
['CN101822533'],CN103598873
['US2017000415'],CN108784668
['CN101779986'],CN105286880
['CN204169822'],CN105286880
['CN101779986'],CN105193424
['CN204169822'],CN105193424
['CN204169822'],CN105193392
['WO2011001302'],WO2014072900
['CN101779986'],CN105232031
['CN204169822'],CN105232031
['CN202875310'],CN104083149
['US2015335950'],US2019282855
['CN103617343'],CN104616136
['WO2009140757'],US2018197291
['CN104767802'],CN106357809
['CN105405085'],CN106357809
['CN103617343'],CN104978470
['CN101721202'],CN104127175
['CN108478199'],CN113133749
['CN103479362'],CN113057609
['WO2011011751'],CN105138117
['CN103961069'],CN110693473
['CN103961069'],CN104899812
['CN102902996'],CN107424098
['CN205179107'],CN107194191
['CN104391449'],CN109285310
['CN204189169'],CN104794669
['KR2014099362'],CN104794669
['CN101934111'],CN105953355
['CN103019203'],CN109210734
['US2011270623'],US2017119331
['CN106971059'],CN108648417
['CN107368697'],CN109550159
['US2012095357'],WO2014098765
['US2010054406'],US2015078522
['US2010054624'],US2015078522
['US2010239065'],US2015078522
['US2011170669'],US2015078522
['EP2338418'],US2015078522
['US2011222663'],US2015078522
['US2011211672'],US2015078522
['US2015078529'],US2015078522
['CN108682455'],CN110018677
['CN208240061'],CN112201334
['CN102438039'],CN104184778
['US9720934'],US10339622
['CN108182262'],CN110111884
['CN201741259'],WO2018137075
['CN105678098'],CN109691995
['WO2016199121'],CN109691995
['WO2014091519'],WO2019000418
['CN205019035'],CN110487329
['US2011233415'],EP3072447
['EP2950510'],WO2018198318
['US2012158419'],US2019147731
['WO2015014622'],CN110427536
['WO2013071246'],DE202016102281
['WO2013071246'],DE202016102281
['WO2013071246'],DE202016102281
['CN109509518'],CN110120256
['CN109599174'],CN110120256
['US2015346718'],US2019001977
['US2015127375'],CN108875299
['CN107506573'],CN108470478
['US2016077606'],KR1673536
['US2014022055'],US2020031497
['US9051043'],US2017110017
['US2016063893'],US2017162076
['KR2010098032'],KR1257286
['JP2017045232'],CN113592110
['CN107610743'],CN110517238
['US2014022055'],US2018093781
['CN108317610'],CN111089403
['CN108272443'],CN109512426
['CN106539574'],CN113317777
['CN102085116'],CN104586592
['CN106534340'],CN106529194
['CN106548037'],CN106529194
['CN106776985'],CN106529194
['CN206576873'],CN107898468
['US2016140834'],US2018279968
['CN104825142'],CN107837077
['WO2014110176'],US2015035680
['CN109841282'],CN111243741
['CN102968546'],CN105991319
['CN103118094'],CN105991319
['CN105678098'],CN107411733
['CN102223567'],CN103607477
['CN103106317'],CN103607477
['CN103106318'],CN103607477
['CN203852424'],CN105769144
['KR2016092538'],KR1961311
['CN106373064'],CN107506610
['US2010179449'],FR2970635
['US2014313303'],CN107368732
['CN103198224'],CN104506228
['WO2016127173'],CN106524940
['CN107666503'],CN108417001
['CN202102440'],CN110232967
['CN104732468'],CN110504027
['CN205608810'],CN106778026
['US2011077969'],US2018137932
['CN103500270'],CN109003684
['CN104732468'],CN109003684
['CN107247882'],CN109003684
['CN107886998'],CN109346157
['CN205750782'],CN107169704
['CN206411672'],CN112669948
['CN107358557'],CN112344526
['CN103479362'],CN105496418
['CN201519339'],CN105796083
['WO2019049116'],WO2021127193
['US7912991'],WO2014110535
['US8375151'],WO2014110535
['US2016270738'],US2020206518
['CN102223567'],CN107864407
['WO2010114257'],CN107864407
['CN102063579'],CN111354441
['CN107658004'],CN111354441
['CN106960133'],CN107577907
['CN103488880'],CN113643803
['CN102231172'],CN109327554
['CN103678854'],CN109327554
['CN107887024'],CN111643060
['WO2013063507'],US2016171855
['CN109087696'],CN110619949
['CN102968570'],CN110211301
['US2013231574'],US2018220962
['CN102609628'],CN106407680
['CN102917038'],CN106407680
