From,To
['US8429179'],US2021158238
['US8429179'],US2021158238
['US9051043'],US2016292696
['US2016057595'],US2019281433
['WO2015058133'],US2019281433
['US2010179820'],US9971340
['US10052026'],US2019087519
['US8429179'],US2019102461
['US2019206522'],US2019102461
['US8077029'],US11240431
['WO2011027535'],US2015070147
['WO2012160796'],US2016188823
['US8429179'],US2019043614
['US9754220'],US2019043614
['US9973455'],US2019043614
['US2016285876'],US2019043614
['US9165360'],WO2017091833
['WO2015126095'],US2019243454
['US2012330682'],US2014278831
['CN105808925'],CN109524123
['CN106909796'],CN109524123
['WO2016025995'],WO2018020382
['WO2009140757'],WO2015000890
['US2011077969'],US10417713
['US2015244687'],US10523660
['CN106730412'],WO2022077160
['CN103294879'],CN103961072
['WO2012110700'],US2017323553
['WO2012131546'],WO2014174404
['CN102156818'],WO2014174404
['CN104268814'],CN109271993
['WO2014033229'],US2015112707
['US2011298613'],US2016300461
['US2016247061'],US2020184015
['WO2012040554'],US9538158
['CN109545301'],CN112995226
['US2014022055'],US2018096455
['WO2016028093'],US2021044854
['WO2010124137'],US2020004767
['WO2017160920'],EP3709307
['US2013172691'],US2019374133
['US2012182143'],US2019374133
['EP2752733'],WO2019205016
['US9720934'],US11042787
['US2011313790'],WO2015014622
['US2017286860'],US2021004421
['US9805371'],US2020250279
['US2010179820'],US10691108
['US10052026'],US2019089691
['US2016321404'],US2021365853
['EP3131040'],US2019266266
['CN109171686'],US2017014085
['WO2014031944'],US2017014085
['CN109171686'],US2017014085
['WO2014031944'],US2017014085
['US2010053555'],US10039445
['US2011246224'],US2014176558
['US2011246236'],US2014176558
['US2011137852'],US2014176558
['WO2010065262'],US2014176558
['WO2010108018'],US2014176558
['US10354751'],US11037664
['US10566082'],US11037664
['US10354751'],US11037664
['US10566082'],US11037664
['US2015304101'],US2020244347
['US2015209510'],WO2020163304
['US9208284'],US2018121614
['US2012059668'],US2018121614
['WO2010124137'],US2018121614
['US2012095352'],US9910035
['US9659477'],WO2019217441
['US2015120827'],US2017230432
['AU2014202264'],WO2016168900
['US2013006666'],WO2016168900
['US2016277421'],US2016342997
['US2010094618'],US11062704
['US2014280353'],US11062704
['US2014288974'],US11062704
['US2013041685'],US11062704
['US2014164023'],US11062704
['US2015356198'],US11062704
['US2013246098'],US11062704
['US2011211672'],WO2018070274
['US2011211672'],WO2018070274
['CN102981486'],CN108415384
['CN204695019'],CN106781380
['US2011306864'],US2020238104
['CN105232032'],CN106725421
['CN205338943'],CN106725421
['CN107480851'],CN108606776
['WO2015058133'],CN109756710
['US2017043089'],US2019122764
['CN102299952'],CN105306599
['CN204576605'],CN105306599
['CN201894779'],CN108133759
['WO2018148845'],US2020367978
['CN204965181'],JP2017134656
['US2013285836'],US2017371378
['CN201978306'],CN104740745
['CN109920504'],CN112669994
['CN111091896'],CN112669994
['CN111681752'],CN112669994
['CN111933266'],CN112669994
['CN106156507'],CN111554412
['CN108962404'],CN111554412
['CN107578824'],CN111554412
['CN106156507'],CN111554412
['CN108962404'],CN111554412
['CN107578824'],CN111554412
['CN102567611'],CN107679413
['CN102270272'],CN102512177
['CN104036154'],CN107753024
['CN206214122'],CN107753024
['CN203074674'],CN106510660
['WO2012054268'],CN103284714
['CN104257364'],CN107085816
['CN103324831'],CN105930679
['US2011009914'],WO2016025265
['CN103505188'],CN109464133
['CN102184312'],CN102982224
['CN102125426'],CN103110412
['CN101934111'],CN108814935
['WO2015020886'],WO2019000286
['US2012323170'],US2017232194
['CN109741316'],CN113035329
['CN105808951'],CN110853718
['CN107391944'],CN109189962
['US2010054624'],US2013082186
['WO2014167901'],EP3108813
['EP2405336'],WO2017120126
['EP2405336'],WO2017120126
['WO2012012846'],EP3171350
['US2014022055'],US2014152507
['CN101840466'],CN105894421
['CN102902996'],CN107358050
['US2010054406'],US2017292921
['CN104392405'],CN106295406
['WO2019038271'],CN111629340
['WO2009094643'],US9492118
['EP3396666'],CN109754797
['CN108852282'],CN109637677
['CN108903946'],CN109998590
['CN103976791'],CN108962403
['CN104123472'],CN106339597
['TW201120673'],WO2014144727
['US2018307859'],US2018316648
['WO2012160796'],CN104899415
['CN107743121'],CN113095453
['US2018254774'],EP3306819
['US2012041778'],CN105825054
['WO2019095552'],CN114255840
['CN111599424'],CN114255840
['CN112131851'],CN114255840
['WO2019095552'],CN114255840
['CN111599424'],CN114255840
['CN112131851'],CN114255840
['US2014313303'],EP3100675
['CN106529194'],WO2018165964
['CN104573350'],CN110249392
['CN107833629'],CN110249392
['CN101984448'],CN106407717
['CN103294915'],CN106407717
['CN106503467'],CN106407717
['CN106529130'],CN106407717
['CN106529155'],CN106407717
['CN103825958'],CN107273700
['CN102156816'],CN108899066
['CN104933656'],CN108899066
['CN106934243'],CN107835182
['WO2013063507'],EP3444690
['CN107391944'],CN109472161
['CN107579979'],CN109472161
['KR2015060294'],WO2019143064
['JP2013157034'],JP2017189390
['CN107948133'],CN110327216
['CN102231172'],CN106506502
['CN105678671'],CN106506502
['CN205608810'],CN106506502
['CN105868526'],CN107436933
['CN102819656'],CN104573350
['CN102831305'],CN104573350
['CN205234475'],CN106886965
['WO2014004905'],CN114141347
['CN202060885'],CN109246412
['US8077029'],US2017178678
['CN102393878'],CN105975784
['CN102819656'],CN107731268
['CN104392405'],CN107731268
['CN201601782'],CN106254809
['CN104305972'],CN106650236
['CN102567930'],CN103700052
['CN102999684'],CN103700052
['CN201837999'],CN103700052
['CN103488880'],CN107133467
['CN201780584'],CN107007360
['KR1774707'],CN110753068
['WO2013098701'],US2020364734
['JP2017156712'],US2020033715
['JP2017156713'],US2020033715
['JP2017156714'],US2020033715
['CN106960121'],CN109390043
['CN101658412'],CN104739360
['CN203241782'],CN103542475
['CN106202883'],CN107887026
['CN112951443'],CN113345598
['CN112671856'],CN113345598
['CN104965965'],CN106156521
['CN109767542'],CN111489813
['CN107545930'],CN113128359
['CN110960193'],CN113128359
['CN107545930'],CN113128359
['CN110960193'],CN113128359
['CN102085116'],CN102831560
['CN103778311'],CN106845943
['CN203490740'],CN106845943
['CN107391944'],CN109346139
['CN108449359'],CN109346139
['CN107391944'],CN109346139
['CN108449359'],CN109346139
['CN105046330'],CN106529688
['CN102117385'],CN107273676
['CN102855406'],CN105205771
['CN102880994'],CN110223685
['CN109920552'],CN111553820
['CN103488880'],CN106127646
['WO2013022890'],CN107491654
['WO2015150931'],CN108814597
['CN111345823'],CN111951941
['WO2011042840'],WO2015055404
['WO2011042840'],WO2015055404
['CN102438039'],CN102716017
['CN202844097'],CN102716017
['WO2012048302'],CN102716017
['CN202060885'],CN105656956
['CN104224131'],CN110277163
['CN204576605'],CN105654413
['CN205054186'],CN107693905
['WO2010114257'],CN102685578
['US2009112631'],US2019103186
['EP2601925'],US2018110960
['CN107085817'],CN108766540
['CN104519324'],CN107610754
['CN106326661'],CN107610754
['CN103699765'],CN106228012
['CN104345147'],CN106228012
['CN102156813'],CN106850826
['CN104933656'],CN106850826
['CN103198224'],CN107016254
['CN204496498'],CN107016254
['CN101808124'],CN106991281
['CN102223567'],CN106991281
['CN106529139'],CN106529134
['CN204158598'],CN106529134
['CN204740632'],CN106137628
['CN103051731'],CN104683474
['CN204442424'],CN104683474
['CN201928311'],CN110353911
['CN205458640'],CN110353911
['CN101783756'],CN106597972
['KR2013039451'],CN106597972
['CN103246930'],CN107248001
['CN205158448'],CN107248001
['CN102085116'],CN103955608
['CN104463527'],CN107330830
['US2016063194'],CN107330830
['CN104573350'],CN105678099
['CN104224131'],CN105160175
['CN102223567'],CN102982245
['CN202102440'],CN102982245
['CN105898217'],CN106603679
['CN106529139'],CN106603679
['CN104184759'],CN111030841
['CN106326661'],CN108615554
['CN106886680'],CN108615554
['CN107480851'],CN108828995
['CN101808124'],CN111431990
['CN102054118'],CN111431990
['CN105049525'],CN111431990
['CN106407728'],CN111431990
['CN106778004'],CN111431990
['CN106845145'],CN107610767
['US2014005736'],WO2012176193
['US2013192071'],WO2012176193
['EP2229019'],WO2013101728
['US2010324935'],WO2014064595
['CN107391944'],CN108961006
['CN112426138'],CN113180620
['WO2012131518'],CN106446574
['CN103530952'],CN104102715
['CN202615400'],CN104102715
['CN106202027'],CN107506191
['CN109543447'],CN110263085
['CN104219269'],CN106790500
['CN101984448'],CN109461496
['CN106503469'],CN109461496
['CN102156813'],CN103491139
['CN107958698'],CN113077216
['WO2014184867'],CN107392044
['CN109543447'],CN110246044
['WO2020062326'],CN110246044
['JP2011172150'],JP2012049598
['CN206074815'],CN108596421
['CN102156818'],CN107945883
['CN104463527'],CN107945883
['CN101822535'],CN103729531
['CN102299952'],CN103729531
['CN111554365'],CN112164477
['CN101950389'],CN104091200
['CN104184759'],CN105554159
['US2013072770'],US9882430
['EP3370175'],CN112998689
['US2012095923'],US2019117099
['WO2012112407'],US2019117099
['WO2012135028'],US2019117099
['WO2012135028'],US2019117099
['WO2012135028'],US2019117099
['US2012095352'],US2019351134
['WO2014186838'],CN104463215
['CN202150116'],CN106372399
['WO2016201595'],CN110739079
['CN102499659'],CN103767692
['CN206214122'],CN108186048
['CN201780584'],CN103679396
['US2013231574'],DE202016007473
['CN203133850'],CN105701334
['CN111710420'],CN111933284
['WO2011088400'],WO2014020571
['CN105872046'],CN111493912
['WO2018172108'],CN111493912
['CN105872046'],CN111493912
['WO2018172108'],CN111493912
['CN112001177'],CN112828911
['CN112022116'],CN112828911
['CN103976791'],CN109199838
['CN102087759'],CN108986881
['CN107480851'],CN108986881
['CN201741259'],WO2018137066
['CN201741259'],CN106744106
['CN102087759'],CN103024030
['WO2012071571'],WO2014181222
['WO2010047878'],EP3466487
['US2013192071'],CN106510100
['US2012323170'],WO2016196098
['CN103731362'],CN105701651
['CN105162772'],CN112333253
['WO2014149392'],EP3098739
['WO2015134895'],WO2021041571
['CN206672106'],CN108511034
['CN206619138'],CN109065182
['CN202167027'],CN106355781
['CN102567620'],CN108198599
['CN101615225'],CN105550524
['CN101710369'],CN105550524
['CN101984448'],CN105550524
['CN103479430'],CN110074864
['US2011306864'],US2016175613
['CN109359507'],CN110505464
['CN103976791'],CN105629967
['US9652593'],US2017357769
['CN101782935'],CN108564993
['CN104050615'],CN108564993
['US2010185465'],US2016071066
['US8990309'],CN110380877
['US9477317'],US2017210010
['CN111739616'],CN112932402
['CN105138816'],CN107831972
['US8751039'],US2016171850
['CN104866717'],CN106599604
['KR2013047384'],KR1693504
['CN103825958'],CN107273701
['US2017293740'],US2021174047
['WO2015126095'],US10674939
['US2015018702'],US10674939
['US2015297134'],US10674939
['CN205031252'],CN105769176
['US2018307859'],EP3995982
['CN103236960'],CN104618682
['CN106108868'],CN109316163
['US2014380425'],US2018204399
['WO2016206471'],CN109194933
['US2016135706'],US2018368715
['CN106168759'],CN106773720
['CN102932024'],CN106355834
['CN102567620'],CN105217202
['WO2015184072'],US2018249919
['WO2016049019'],US2018249919
['WO2016138087'],US2018249919
['WO2016007944'],US2018249919
['WO2014197822'],US2018249919
['CN102085116'],CN103841165
['CN102054118'],CN105184720
['CN102890752'],CN105184720
['CN102917038'],CN105184720
['CN103942402'],CN105184720
['CN104184759'],CN107645550
['CN105184720'],CN110578678
['US2017124276'],CN109861834
['CN106039524'],CN109999314
['WO2012040554'],EP3254611
['CN202365764'],CN103799994
['GB2504299'],WO2015151085
['US2017300654'],WO2019060279
['EP2438897'],US2018184984
['US2016029160'],US2019035499
['WO2013070545'],US2019365417
['US2010179820'],US10085562
['US2011190593'],US2013274830
['US2013172691'],WO2010111363
['US2016135706'],US2018193644
['US2012157858'],US2018008204
['US2016135706'],US2018192942
['CN105184720'],CN109036586
['CN106419871'],CN109036586
['CN106778016'],CN109036586
['CN102670185'],CN103646164
['WO2017196576'],WO2021252317
['US2013211291'],US2016110986
['US2013070044'],DE202015005019
['US2011190593'],US2015206410
['WO2015058133'],WO2022097148
['CN101561847'],CN103961069
['US2013192071'],US2018094991
['US2012323501'],US2018094991
['US2016089782'],US2018022361
['US2016135706'],CN109361728
['KR1775932'],WO2019098583
['WO2013022890'],US2018317813
['US2015088007'],US2017164907
['US2013271469'],WO2016067101
['US2013271469'],WO2016067101
['WO2015020886'],WO2016067101
['CN205625907'],CN106530663
['CN106126914'],CN109147963
['CN108095718'],CN109147963
['CN108201439'],CN109147963
['CN108403103'],CN109147963
['CN106126914'],CN109147963
['CN108095718'],CN109147963
['CN108201439'],CN109147963
['CN108403103'],CN109147963
['CN104173034'],CN106236108
['CN108078569'],CN112885489
['CN108734938'],CN109857018
['US2010121227'],US2018290021
['US2019250678'],US10988960
['WO2016019292'],WO2016170005
['US10610111'],IL278099
['WO2009110702'],CN103593585
['US2013311002'],US2021047002
['WO2019161277'],WO2021154105
['CN102048580'],CN108648818
['KR2018042550'],CN108648818
['CN103530952'],CN107368694
['CN104391449'],CN108693785
['CN107705858'],CN108962345
['US9092727'],US2016361121
['US10052026'],US2019272675
['CN203089125'],WO2018161896
['CN103500270'],CN104618800
['US9298884'],US2019373304
['CN102917038'],CN111028957
['CN105528531'],CN111028957
['CN106503453'],CN111028957
['CN104224131'],WO2015148225
['EP2784709'],WO2015148225
['US2018197638'],WO2018227282
['US2010049363'],US2013304255
['CN107579979'],CN109033214
['CN105528531'],CN107315921
['CN201491168'],CN107315921
['CN201928311'],CN107315921
['US9051043'],US11334940
['WO2018048278'],CN110839234
['WO2016097368'],US2018325470
['US9805371'],US2019251104
['US9805371'],US10210244
['US2014278535'],US2021134429
['US2011251960'],US2012246741
['US2011153348'],US2012246741
['CN102917038'],CN105512470
['CN102054118'],CN103324831
['CN102184312'],CN103324831
['CN102223567'],CN103324831
['CN102917038'],CN103324831
['CN109887562'],CN112328775
['CN107818815'],CN112287094
['CN109887562'],CN112287094
['CN107818815'],CN112287094
['CN109887562'],CN112287094
['CN103019203'],CN110715404
['CN109119147'],CN112435738
['CN106845120'],CN110442486
['CN102917038'],CN104732468
['CN103825958'],CN104732468
['CN104239746'],CN104732468
['CN103976791'],CN105404790
['CN204445857'],CN105404790
['CN103870713'],CN110570954
['CN104036154'],CN110570954
['CN106777942'],CN110570954
['CN108877882'],CN110570954
['US2011125527'],CN110162577
['CN109859856'],CN113782225
['CN104133999'],CN108231211
['CN104965965'],CN107358057
['WO2013177357'],US2017124853
['CN206058196'],CN112365971
['CN206711090'],CN112365971
['CN206058196'],CN112365971
['CN206711090'],CN112365971
['CN106780229'],CN111145889
['CN109411070'],CN111145889
['CN109616170'],CN111145889
['CN106780229'],CN111145889
['CN109411070'],CN111145889
['CN109616170'],CN111145889
['CN103488880'],CN108242261
['CN104173034'],CN108899076
['CN107887017'],CN108899076
['CN105023216'],CN107799168
['US2018307859'],WO2020051710
['CN105138816'],CN106725292
['US2012179761'],US2015278447
['CN105577368'],CN109360611
['CN107786342'],CN109360611
['CN102655516'],CN106295109
['CN102917038'],CN108735271
['CN103598884'],CN108735271
['WO2012053509'],CN103761435
['CN101937489'],CN102831323
['CN201830301'],CN102831323
['CN109247935'],CN110729056
['CN106874699'],CN112450934
['WO2012135028'],US2020060563
['WO2012135028'],US2020060563
['WO2012135028'],US2020060563
['CN102244760'],CN104158839
['CN102299952'],CN104158839
['CN105260974'],CN106934230
['WO2014000090'],WO2016179377
['CN104598764'],CN108984690
['CN106682397'],CN108984690
['CN106980608'],CN108984690
['CN107341264'],CN108984690
['CN107562732'],CN108984690
['CN103976791'],CN105160811
['CN104337139'],CN105160811
['CN104490376'],CN105160811
['CN204169822'],CN105160811
['CN107808692'],CN113094726
['CN103488880'],CN111603139
['PL408860'],CN111603139
['EP3671495'],CN113285990
['CN104173034'],CN107767943
['CN103500270'],CN105373942
['CN101980269'],CN104217276
['CN109599174'],CN112992371
['CN112206166'],CN112992371
['CN104142957'],CN106251194
['WO2017160003'],CN110532033
['CN104184759'],CN107065725
['CN103440605'],CN104123691
['CN102299952'],CN103295374
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2012179770'],US2015350379
['US2013100958'],US2015350379
['US2014207845'],US2015350379
['US2013100958'],US2015350379
['US2012179770'],US2015350379
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2012179770'],US2017048107
['US2013100958'],US2017048107
['US2014207845'],US2017048107
['US2013100958'],US2017048107
['US2012179770'],US2017048107
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2012179770'],US2016057252
['US2013100958'],US2016057252
['US2014207845'],US2016057252
['US2013100958'],US2016057252
['US2012179770'],US2016057252
['US2016037344'],US2018309868
['US2014207845'],US2007195792
['US2013100958'],US2007195792
['US2014207845'],US2007195792
['US2013100958'],US2007195792
['US2013100958'],US2007195792
['US2014207845'],US2007195792
['US2014207845'],US2007195792
['US2013100958'],US2007195792
['US2014207845'],US2007195792
['US2013100958'],US2007195792
['US2014207845'],US2007195792
['US2012179770'],US2007195792
['US2013100958'],US2007195792
['US2014207845'],US2007195792
['US2013100958'],US2007195792
['US2012179770'],US2007195792
['US2010321180'],US11282370
['US2011205061'],US11282370
['CN102048580'],CN102799754
['US2015346718'],US2019132391
['US2011060757'],US2014330840
['US2012323501'],US2016070347
['WO2012170586'],WO2015111012
['US2017311115'],US11038910
['US2016157221'],US11038910
['WO2011130634'],WO2014163475
['US9858781'],US2019081773
['WO2011001302'],US2014203937
['US2011227739'],US2014203937
['US2010054406'],US2016220217
['US2011057111'],US2016220217
['US2011233415'],US2016220217
['US2011211672'],US2016220217
['US2011073767'],US2016220217
['DE102016101599'],US2016220217
['US2010121227'],US2012214146
['WO2009128000'],WO2017093098
['CN103942454'],US2019197414
['US2014219520'],US2018144173
['WO2009110702'],US2013009993
['US2011148622'],US2014266736
['WO2011124995'],US2016057582
['US2013072770'],US9882395
['US2015220299'],US2018173485
['WO2009140757'],US2018221521
['CN202932930'],WO2016186904
['DE202010013907'],CN105741630
['CN202161306'],CN105632053
['CN107391944'],CN113378227
['CN109741803'],CN113378227
['CN107391944'],CN113378227
['CN109741803'],CN113378227
['WO2015020360'],KR1980039
['CN104392405'],CN107315899
['CN204950897'],CN105527246
['CN204293142'],CN106037716
['WO2010108287'],CN102525436
['CN207720255'],CN109922276
['CN103077321'],CN105224821
['CN106667461'],CN109142913
['CN202932930'],CN106595912
['US2020177869'],CN112118438
['CN102622505'],CN107977694
['JP2010257303'],JP2012146249
['CN201491168'],CN102090931
['CN201601782'],CN102090931
['CN201397506'],CN102090931
['CN103961069'],CN108735305
['CN105931166'],CN108735305
['CN102270272'],CN103873579
['CN102567611'],CN105662397
['CN102855406'],CN104965966
['CN205176630'],CN105278506
['CN107174277'],CN110251152
['CN203709999'],CN104305957
['CN104840194'],CN109497989
['CN202665523'],CN106214144
['CN205019033'],CN106214144
['CN102917038'],CN103142311
['CN109102904'],CN112307863
['CN102117384'],CN103197647
['CN203468619'],CN109381179
['CN105662457'],CN107822597
['EP3028750'],US2019394592
['CN202060885'],CN102722648
['US2013162426'],CN104548274
['CN108269393'],CN109117315
['CN101822533'],CN113440115
['CN212346520'],CN113440115
['CN101822533'],CN113440115
['CN212346520'],CN113440115
['CN203988031'],CN108447535
['CN112336300'],CN112914967
['CN201465328'],CN104680910
['CN207232996'],CN107563236
['WO2014039925'],CN105769373
['CN105046330'],CN109215768
['CN107038343'],CN109192304
['CN107692990'],CN108742558
['CN202515651'],CN109077736
['US10340408'],US2020022578
['US2015313029'],CN109163758
['CN103268419'],CN105411590
['CN106845121'],CN108961589
['US2016135706'],US2018229040
['CN104398244'],CN109646190
['CN102567930'],CN104392133
['CN207532379'],CN108836282
['US2011313790'],WO2016007932
['EP2732761'],EP3120758
['CN108460290'],CN109215770
['CN105678098'],CN108742600
['CN106805950'],CN108742600
['CN206526052'],CN107788994
['CN103136716'],CN107483624
['CN104866717'],CN107483624
['CN106691407'],CN107483624
['CN107578824'],CN107483624
['CN108320801'],EP3649982
['US2011298613'],CN111905352
['CN102085116'],CN107242854
['CN105450650'],CN107242854
['KR2014037325'],WO2018034386
['US2013079649'],US2020221956
['US2013345568'],US2020221956
['WO2014105649'],US2020029837
['CN105897742'],CN108922586
['CN105912870'],CN108922586
['CN110321721'],CN108922586
['US2015261925'],CN108922586
['CN105897742'],CN108922586
['CN105912870'],CN108922586
['CN110321721'],CN108922586
['US2015261925'],CN108922586
['CN103479362'],CN106096591
['US2013331036'],US2019200198
['US2013102253'],US2019200198
['WO2013096766'],WO2015153913
['CN205336429'],CN109819194
['CN101548882'],CN102760200
['CN105662457'],CN109330622
['KR1616473'],CN109330622
['US2014267021'],US2018315421
['WO2017153907'],CN108498099
['CN106383853'],CN110349639
['US2010017230'],US2018004917
['WO2019040279'],CN110059189
['US2013192071'],US2018124493
['US9235889'],CN107945851
['US2012095352'],US2015168365
['US2012242501'],US2015168365
['US2012095357'],US2015168365
['US2012245464'],US2015168365
['CN110706788'],CN112164441
['CN101944162'],CN102819656
['CN101984448'],CN102819656
['CN102819655'],CN106951703
['CN106354702'],CN106951703
['CN103870713'],CN108632210
['CN102915399'],CN113313926
['CN105447308'],CN112450904
['CN201465328'],CN106856484
['CN202060885'],CN106856484
['CN107049539'],CN109512414
['CN104036147'],CN106955108
['CN205644550'],CN107168830
['CN102609887'],CN103985007
['JP2011002997'],WO2012141330
['US2014146153'],US11006093
['US2014146153'],US11006093
['US2014146153'],US11006093
['WO2015061793'],US11006093
['WO2015126466'],US11006093
['CN206443691'],CN107617149
['US2011009914'],US2014257426
['EP2801389'],WO2016201366
['US2014257047'],WO2016201366
['WO2009140757'],US2015165079
['CN103886415'],CN105701897
['WO2009140757'],US2017368215
['CN104268814'],CN106650249
['JP2015217052'],CN109431528
['CN110459324'],CN112102950
['CN108417272'],CN112102950
['CN102393878'],CN108122017
['CN108717869'],WO2021012225
['CN109754852'],WO2021012225
['WO2009140757'],US2017100495
['CN203988031'],CN104757945
['CN102917038'],CN103607435
['US8612261'],US2019130073
['WO2012131518'],CN106021207
['CA2752772'],CN110322697
['US10452981'],WO2021159167
['CN103400008'],CN109817298
['CN102306241'],CN103577911
['CN102393878'],CN103577911
['CN109585027'],CN110619716
['CN207302214'],CN110619716
['CN109585027'],CN110619716
['CN207302214'],CN110619716
['CN103679596'],WO2012099246
['CN109543187'],CN111803804
['CN103324831'],CN104573301
['CN105662378'],CN109924958
['JP2015090572'],WO2017159825
['JP2013183834'],WO2016021285
['CN101950389'],CN109394345
['CN201780584'],CN109394345
['CN202502539'],CN108172267
['CN102968754'],CN103578066
['WO2009099707'],US2018356351
['US8429179'],US10042637
['CN102346814'],CN104050615
['CN103530358'],CN104050615
['CN112015574'],CN113014849
['CN107315919'],CN109032362
['CN103268583'],CN105993031
['CN104965965'],CN105940416
['CN104135488'],CN105917374
['CN105007324'],CN108491946
['US2013345568'],US2019053707
['CN110335650'],CN112381509
['US2014222461'],CN109841285
['CN102917038'],CN103678603
['CN202995738'],CN112866648
['US2012323501'],US2015331524
['US2013192071'],US2019034019
['US2012323501'],US2019034019
['US2013192071'],US2019034019
['CN101782935'],CN102034031
['CN105975740'],CN108567543
['CN101980269'],CN104240029
['CN102930142'],CN107845421
['CN203071968'],CN107845421
['CN103903205'],CN107688917
['CN101923606'],CN103164776
['CN108364685'],CN109273089
['CN206411671'],CN107680641
['US2015100890'],CN105356998
['CN107247882'],CN110718292
['CN108766540'],CN110718292
['CN107247882'],CN110718292
['CN108766540'],CN110718292
['CN108154912'],CN109453498
['CN205788538'],CN109272274
['CN102244760'],CN106952205
['CN105528531'],CN106952205
['CN104202352'],CN106202940
['CN106446595'],CN108154918
['CN106529173'],CN108091384
['CN106845129'],CN108091384
['CN106096286'],CN107145723
['CN102054118'],CN104305978
['CN103598884'],CN103927452
['CN102488511'],CN103120592
['CN102156818'],CN104361542
['CN202362783'],CN103873596
['CN101815065'],CN102395025
['CN103324831'],CN105118002
['CN104901984'],CN106960556
['CN103479362'],CN110060780
['CN103164826'],CN109347920
['CN104240170'],CN109949885
['CN108231147'],CN109949885
['CN201832201'],US2016217265
['CN107705853'],CN110136802
['CN203882345'],CN110136802
['CN107545930'],CN109493930
['CN102438039'],CN105279722
['CN103106317'],CN105279722
['CN202068448'],CN107154983
['WO2018148845'],CN110123453
['CN106021957'],CN106940755
['CN102188228'],CN106805936
['CN102457508'],CN104166823
['JP2013242745'],CN104166823
['CN202078297'],CN103054650
['CN101923606'],CN103413210
['US2017123487'],CN109549665
['CN104851067'],CN105631188
['CN102932024'],CN106709259
['CN204480253'],CN106709259
['CN202135173'],CN103070695
['CN106446526'],CN107145910
['CN205644521'],CN110336855
['CN104834826'],CN106202942
['CN109817349'],CN112037871
['CN108665946'],CN110009510
['CN104835017'],CN106856500
['CN204759489'],CN106777969
['KR2010099833'],CN106777969
['CN103598884'],CN104965563
['CN104142957'],CN109726182
['CN101873353'],CN106126900
['CN104573350'],CN106126900
['CN104732468'],CN106126900
['CN105832295'],CN106874697
['CN104036147'],CN105502123
['CN101782935'],CN106845119
['WO2013054749'],CN105303497
['CN203389152'],CN104874049
['CN110457929'],CN111914274
['CN111798439'],CN114145844
['CN106419871'],CN108354599
['CN104281630'],CN106295201
['CN104657620'],CN106295201
['WO2014189290'],CN106254522
['CN109857797'],CN111062822
['CN103699808'],CN108565020
['CN108053868'],CN109191137
['CN104111649'],CN105660450
['CN104835017'],CN105575047
['CN109659024'],CN110349661
['CN102117372'],CN106955094
['CN103006201'],CN106108886
['CN204169813'],CN106491068
['WO2017055953'],CN111863220
['CN102054118'],CN103678935
['CN102156816'],CN103678935
['CN102917038'],CN103678935
['CN103150469'],CN103678935
['CN102299952'],CN103561112
['CN102117385'],CN105516258
['CN101937489'],CN105516258
['CN104036147'],CN105160816
['CN103268419'],CN104778646
['CN104224131'],CN104778646
['CN102184312'],CN104778646
['CN102231172'],CN104331633
['CN102156818'],CN102323995
['WO2016195269'],WO2018170573
['US2011122995'],WO2016195684
['CN106383989'],CN112704617
['US2010318378'],US2015178529
['US2012242501'],US2015178529
['CN102755194'],CN102508256
['US2014136143'],US2016189391
['CN109299239'],CN110413734
['US2018213166'],CN109204106
['US2017223758'],CN107682131
['US2010321180'],US2017229003
['CN101782935'],CN103761436
['CN101937488'],CN106375429
['CN107391944'],CN109934008
['CN203151669'],CN105245844
['WO2015126095'],CN108196672
['CN201465328'],CN106530865
['CN108665970'],CN110718288
['CN107358055'],US2019328300
['CN107610768'],US2019328300
['US2014019631'],US2019328300
['CN201601782'],CN102999685
['CN201750445'],CN102999685
['US2014247156'],US2014247148
['US2014247135'],US2014247148
['US2014247134'],US2014247148
['US2014247142'],US2014247148
['US2013285836'],US2013281801
['US2011126127'],US2016028994
['CN102370459'],CN103426283
['CN105224804'],CN112629705
['CN103942402'],CN107506575
['WO2015131242'],CN107355956
['CN103536287'],CN104970818
['CN203519045'],CN104970818
['CN204863243'],CN104970818
['CN104224131'],CN106073736
['WO2016073777'],CN106073736
['CN206491789'],CN110274700
['CN104305972'],CN109009014
